control_wpid,courseID,key,death,dayindex,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,group,class_size,control_wikied,indiv_group,indiv_group2,group_recheck
27466634,9351,27466634,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467044,9352,27467044,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467090,9353,27467090,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467092,9354,27467092,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467301,9355,27467301,1,0,1,-44,-44,1,0,0,0,1,0,1,-2,0,0,0
27467404,9356,27467404,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467439,9357,27467439,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467501,9358,27467501,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467574,9359,27467574,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467646,9360,27467646,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467712,9361,27467712,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467901,9362,27467901,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467910,9363,27467910,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27467927,9364,27467927,1,50,25,236.72,29.5,14,0,0,11,1,0,1,-2,0,0,0
27468329,9365,27468329,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27468726,9366,27468726,1,1045,2,285,60,1,0,0,1,1,0,1,-2,0,0,0
27468929,9367,27468929,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27469007,9368,27469007,1,0,1,134,0,0,0,1,0,0,0,1,-2,0,0,0
27469073,9369,27469073,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27469089,9370,27469089,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27469225,9371,27469225,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27469227,9372,27469227,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27469301,9373,27469301,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27469389,9374,27469389,1,7,24,169.5416667,169.5416667,24,0,0,0,3,0,1,-2,0,0,0
27469524,9375,27469524,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27469959,9376,27469959,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27470026,9377,27470026,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27470045,9378,27470045,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27470093,9379,27470093,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27470145,9380,27470145,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27470163,9381,27470163,1,0,1,119,0,0,0,1,0,0,0,1,-2,0,0,0
27470202,9382,27470202,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27470281,9383,27470281,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27470331,9384,27470331,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27470463,9385,27470463,1,0,1,70,70,1,0,0,0,1,0,1,-2,0,0,0
27470641,9386,27470641,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27470698,9387,27470698,1,0,3,293,367,2,0,0,1,1,0,1,-2,0,0,0
27470699,9388,27470699,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27470745,9389,27470745,1,0,1,268,268,1,0,0,0,1,0,1,-2,0,0,0
27470908,9390,27470908,1,191,3,686.3333333,0,0,3,0,0,0,0,1,-2,0,0,0
27470991,9391,27470991,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27471165,9392,27471165,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27471251,9393,27471251,1,0,1,160,160,1,0,0,0,1,0,1,-2,0,0,0
27471270,9394,27471270,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27471509,9395,27471509,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27471743,9396,27471743,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27471752,9397,27471752,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27471865,9398,27471865,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27471980,9399,27471980,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472304,9400,27472304,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472448,9401,27472448,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472548,9402,27472548,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472584,9403,27472584,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472635,9404,27472635,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472726,9405,27472726,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472733,9406,27472733,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472840,9407,27472840,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472851,9408,27472851,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472892,9409,27472892,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27472910,9410,27472910,1,76,35,277.8,545.6666667,6,2,18,6,1,0,1,-2,0,0,0
27473018,9411,27473018,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473117,9412,27473117,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473140,9413,27473140,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473162,9414,27473162,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473198,9415,27473198,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473233,9416,27473233,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473293,9417,27473293,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473349,9418,27473349,1,0,11,13.81818182,13.81818182,11,0,0,0,11,0,1,-2,0,0,0
27473406,9419,27473406,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473415,9420,27473415,1,3,4,216,216,4,0,0,0,3,0,1,-2,0,0,0
27473426,9421,27473426,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473449,9422,27473449,1,0,1,62,62,1,0,0,0,1,0,1,-2,0,0,0
27473469,9423,27473469,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473525,9424,27473525,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473575,9425,27473575,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473696,9426,27473696,1,0,1,46,0,0,0,1,0,0,0,1,-2,0,0,0
27473707,9427,27473707,1,0,3,23.33333333,23.33333333,3,0,0,0,1,0,1,-2,0,0,0
27473740,9428,27473740,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473779,9429,27473779,1,0,1,1,1,1,0,0,0,1,0,1,-2,0,0,0
27473880,9430,27473880,1,0,1,1268,0,0,0,1,0,0,0,1,-2,0,0,0
27473943,9431,27473943,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27473947,9432,27473947,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474052,9433,27474052,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474100,9434,27474100,1,0,9,237.4444444,0,0,0,9,0,0,0,1,-2,0,0,0
27474155,9435,27474155,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474161,9436,27474161,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474176,9437,27474176,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474193,9438,27474193,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474208,9439,27474208,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474215,9440,27474215,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474242,9441,27474242,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474279,9442,27474279,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474474,9443,27474474,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474546,9444,27474546,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474573,9445,27474573,1,0,2,103.5,103.5,2,0,0,0,1,0,1,-2,0,0,0
27474576,9446,27474576,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474647,9447,27474647,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474725,9448,27474725,1,20,3,1131,1131,3,0,0,0,1,0,1,-2,0,0,0
27474745,9449,27474745,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474784,9450,27474784,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27474826,9451,27474826,1,0,1,191,191,1,0,0,0,1,0,1,-2,0,0,0
27474856,9452,27474856,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475091,9453,27475091,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475145,9454,27475145,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475180,9455,27475180,1,0,1,73,73,1,0,0,0,1,0,1,-2,0,0,0
27475211,9456,27475211,1,0,1,36,0,0,0,1,0,0,0,1,-2,0,0,0
27475212,9457,27475212,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475266,9458,27475266,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475349,9459,27475349,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475384,9460,27475384,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475390,9461,27475390,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475433,9462,27475433,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475527,9463,27475527,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475544,9464,27475544,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475580,9465,27475580,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475584,9466,27475584,1,0,1,319,0,0,0,0,1,0,0,1,-2,0,0,0
27475585,9467,27475585,1,0,3,18.33333333,0,0,0,3,0,0,0,1,-2,0,0,0
27475604,9468,27475604,1,0,1,96,96,1,0,0,0,1,0,1,-2,0,0,0
27475659,9469,27475659,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475820,9470,27475820,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475920,9471,27475920,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475924,9472,27475924,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27475988,9473,27475988,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476034,9474,27476034,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476086,9475,27476086,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476091,9476,27476091,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476150,9477,27476150,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476271,9478,27476271,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476290,9479,27476290,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476352,9480,27476352,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476464,9481,27476464,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476524,9482,27476524,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476637,9483,27476637,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27476826,9484,27476826,1,0,3,171.6666667,0,0,3,0,0,0,0,1,-2,0,0,0
27476914,9485,27476914,1,0,1,464,464,1,0,0,0,1,0,1,-2,0,0,0
27476917,9486,27476917,1,3,6,-3533.666667,-4512,4,0,0,0,4,0,1,-2,0,0,0
27477026,9487,27477026,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477113,9488,27477113,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477174,9489,27477174,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477192,9490,27477192,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477324,9491,27477324,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477388,9492,27477388,1,0,3,24.33333333,24.33333333,3,0,0,0,3,0,1,-2,0,0,0
27477463,9493,27477463,1,0,1,9,9,1,0,0,0,1,0,1,-2,0,0,0
27477479,9494,27477479,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477501,9495,27477501,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477540,9496,27477540,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477640,9497,27477640,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477785,9498,27477785,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477822,9499,27477822,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477860,9500,27477860,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27477922,9501,27477922,1,8,9,213.7777778,213.7777778,9,0,0,0,6,0,1,-2,0,0,0
27477988,9502,27477988,1,0,2,13,13,2,0,0,0,2,0,1,-2,0,0,0
27478014,9503,27478014,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478035,9504,27478035,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478205,9505,27478205,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478214,9506,27478214,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478347,9507,27478347,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478351,9508,27478351,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478415,9509,27478415,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478452,9510,27478452,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478470,9511,27478470,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478554,9512,27478554,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478707,9513,27478707,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478816,9514,27478816,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478850,9515,27478850,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27478926,9516,27478926,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479072,9517,27479072,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479127,9518,27479127,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479169,9519,27479169,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479207,9520,27479207,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479304,9521,27479304,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479310,9522,27479310,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479311,9523,27479311,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479319,9524,27479319,1,0,1,51,51,1,0,0,0,1,0,1,-2,0,0,0
27479370,9525,27479370,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479386,9526,27479386,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479422,9527,27479422,1,120,3,3191,0,0,0,3,0,0,0,1,-2,0,0,0
27479429,9528,27479429,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479466,9529,27479466,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479504,9530,27479504,1,0,6,64.83333333,0,0,0,0,6,0,0,1,-2,0,0,0
27479520,9531,27479520,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479636,9532,27479636,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479682,9533,27479682,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479747,9534,27479747,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479758,9535,27479758,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479855,9536,27479855,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479887,9537,27479887,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479894,9538,27479894,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479912,9539,27479912,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27479958,9540,27479958,1,0,1,2,2,1,0,0,0,1,0,1,-2,0,0,0
27479971,9541,27479971,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480029,9542,27480029,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480057,9543,27480057,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480068,9544,27480068,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480146,9545,27480146,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480210,9546,27480210,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480302,9547,27480302,1,0,2,35,35,2,0,0,0,2,0,1,-2,0,0,0
27480313,9548,27480313,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480320,9549,27480320,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480412,9550,27480412,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480451,9551,27480451,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480510,9552,27480510,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480521,9553,27480521,1,0,1,61,61,1,0,0,0,1,0,1,-2,0,0,0
27480545,9554,27480545,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480660,9555,27480660,1,0,1,-6,-6,1,0,0,0,1,0,1,-2,0,0,0
27480726,9556,27480726,1,1,8,79.75,0,0,0,8,0,0,0,1,-2,0,0,0
27480830,9557,27480830,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480860,9558,27480860,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480911,9559,27480911,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480923,9560,27480923,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27480970,9561,27480970,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27481029,9562,27481029,1,0,6,-3270.666667,0,0,1,1,0,0,0,1,-2,0,0,0
27481043,9563,27481043,1,27,14,127.4285714,57.66666667,3,0,0,3,3,0,1,-2,0,0,0
27481090,9564,27481090,1,359,2,102.5,102.5,2,0,0,0,1,0,1,-2,0,0,0
27481174,9565,27481174,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27481305,9566,27481305,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27481451,9567,27481451,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27481643,9568,27481643,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27481791,9569,27481791,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27481949,9570,27481949,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27482016,9571,27482016,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27482281,9572,27482281,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27482411,9573,27482411,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27482442,9574,27482442,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27482598,9575,27482598,1,0,1,10,10,1,0,0,0,1,0,1,-2,0,0,0
27482643,9576,27482643,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27482649,9577,27482649,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27483232,9578,27483232,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27483291,9579,27483291,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27483333,9580,27483333,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27483575,9581,27483575,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27483740,9582,27483740,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27483812,9583,27483812,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27484007,9584,27484007,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27484110,9585,27484110,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27484268,9586,27484268,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27484751,9587,27484751,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27484842,9588,27484842,1,0,1,31,31,1,0,0,0,1,0,1,-2,0,0,0
27484845,9589,27484845,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27484899,9590,27484899,1,1001,9,323.6666667,362.5,8,0,1,0,7,0,1,-2,0,0,0
27484987,9591,27484987,1,0,3,-97.33333333,-97.33333333,3,0,0,0,1,0,1,-2,0,0,0
27485147,9592,27485147,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27485558,9593,27485558,1,0,2,2766.5,0,0,0,2,0,0,0,1,-2,0,0,0
27485755,9594,27485755,1,0,1,511,0,0,0,0,1,0,0,1,-2,0,0,0
27485780,9595,27485780,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27486090,9596,27486090,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27486606,9597,27486606,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27486791,9598,27486791,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27486918,9599,27486918,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27486999,9600,27486999,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27487221,9601,27487221,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27487261,9602,27487261,1,1,8,288.875,0,0,0,8,0,0,0,1,-2,0,0,0
27487459,9603,27487459,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27487488,9604,27487488,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27487721,9605,27487721,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27487841,9606,27487841,1,93,14,282.5714286,351.4,10,0,3,0,2,0,1,-2,0,0,0
27487846,9607,27487846,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27487927,9608,27487927,1,282,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27487941,9609,27487941,1,0,1,89,89,1,0,0,0,1,0,1,-2,0,0,0
27487975,9610,27487975,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27488188,9611,27488188,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27488190,9612,27488190,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27488211,9613,27488211,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27488323,9614,27488323,1,0,1,-33,-33,1,0,0,0,1,0,1,-2,0,0,0
27488413,9615,27488413,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27488430,9616,27488430,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27488507,9617,27488507,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27488619,9618,27488619,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27488828,9619,27488828,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27488873,9620,27488873,1,897,1,138,138,1,0,0,0,1,0,1,-2,0,0,0
27488959,9621,27488959,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27489489,9622,27489489,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27489829,9623,27489829,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27489891,9624,27489891,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27490024,9625,27490024,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27490069,9626,27490069,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27491138,9627,27491138,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27492842,9628,27492842,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27494932,9629,27494932,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27495979,9630,27495979,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27496683,9631,27496683,1,0,1,59,0,0,0,1,0,0,0,1,-2,0,0,0
27499249,9632,27499249,1,0,1,-1,-1,1,0,0,0,1,0,1,-2,0,0,0
27500092,9633,27500092,1,0,1,5,5,1,0,0,0,1,0,1,-2,0,0,0
27500344,9634,27500344,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27500461,9635,27500461,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27500562,9636,27500562,1,0,2,82,82,2,0,0,0,1,0,1,-2,0,0,0
27500932,9637,27500932,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27501220,9638,27501220,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27501556,9639,27501556,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27501735,9640,27501735,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27501967,9641,27501967,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27502102,9642,27502102,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27502630,9643,27502630,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27503064,9644,27503064,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27503394,9645,27503394,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27504003,9646,27504003,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27504159,9647,27504159,1,0,1,2,2,1,0,0,0,1,0,1,-2,0,0,0
27504198,9648,27504198,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27504218,9649,27504218,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27504230,9650,27504230,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27504364,9651,27504364,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27504453,9652,27504453,1,0,1,172,172,1,0,0,0,1,0,1,-2,0,0,0
27504712,9653,27504712,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27505000,9654,27505000,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27505010,9655,27505010,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27505040,9656,27505040,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27505864,9657,27505864,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27505876,9658,27505876,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27505936,9659,27505936,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27506022,9660,27506022,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27506080,9661,27506080,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27506160,9662,27506160,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
